"x" "y" "yield" "nitro" "topo" "bv" "rep" "nf" "StripNo" "RowId" "row" "col" "cnitro" "nitro.sq" "cnitro.sq" "gridobject" "gridId"
-5136486.85704842 -6258635.30359357 97.87 0 "LO" 167.48 "R3" "N0" "Strip: 16" 73 "73" "16" -64.9 0 4212.01 "259" "1312"
-5136486.78910476 -6258626.8391538 99.97 50.6 "LO" 173.49 "R3" "N2" "Strip: 17" 73 "73" "17" -14.3 2560.36 204.49 "259" "1313"
-5136486.72165429 -6258618.37349337 100.07 39 "LO" 176.44 "R3" "N1" "Strip: 18" 73 "73" "18" -25.9 1521 670.81 "259" "1314"
-5136454.01790469 -6258762.54563987 99.61 124.6 "LO" 167.53 "R1" "N5" "Strip: 1" 74 "74" "1" 59.7 15525.16 3564.09 "74" "1315"
-5136453.94999415 -6258754.08111815 104 75.4 "LO" 167.62 "R1" "N3" "Strip: 2" 74 "74" "2" 10.5 5685.16 110.25 "74" "1316"
-5136462.34610031 -6258745.54911492 97.07 99.8 "LO" 166.65 "R1" "N4" "Strip: 3" 74 "74" "3" 34.9 9960.04 1218.01 "74" "1317"
-5136462.27868014 -6258737.08337949 95.76 0 "LO" 161.61 "R1" "N0" "Strip: 4" 74 "74" "4" -64.9 0 4212.01 "74" "1318"
-5136462.2107628 -6258728.61887458 102.59 50.6 "LO" 162.71 "R1" "N2" "Strip: 5" 74 "74" "5" -14.3 2560.36 204.49 "74" "1319"
-5136462.14284348 -6258720.15437458 96.16 39 "LO" 160.34 "R1" "N1" "Strip: 6" 74 "74" "6" -25.9 1521 670.81 "74" "1320"
-5136462.07492216 -6258711.68987951 107.18 124.6 "LO" 164.62 "R2" "N5" "Strip: 7" 74 "74" "7" 59.7 15525.16 3564.09 "167" "1321"
-5136462.00699886 -6258703.22538936 102.47 75.4 "LO" 167.91 "R2" "N3" "Strip: 8" 74 "74" "8" 10.5 5685.16 110.25 "167" "1322"
-5136470.40358218 -6258694.69220514 107.35 99.8 "LO" 165.62 "R2" "N4" "Strip: 9" 74 "74" "9" 34.9 9960.04 1218.01 "167" "1323"
-5136470.33565408 -6258686.22772686 98.54 0 "LO" 155.02 "R2" "N0" "Strip: 10" 74 "74" "10" -64.9 0 4212.01 "167" "1324"
-5136470.26772399 -6258677.76325351 101.01 50.6 "LO" 158.97 "R2" "N2" "Strip: 11" 74 "74" "11" -14.3 2560.36 204.49 "167" "1325"
-5136470.19979192 -6258669.29878507 100.91 39 "LO" 167.68 "R2" "N1" "Strip: 12" 74 "74" "12" -25.9 1521 670.81 "167" "1326"
-5136478.59636283 -6258660.76563155 112.31 124.6 "LO" 162.62 "R3" "N5" "Strip: 13" 74 "74" "13" 59.7 15525.16 3564.09 "260" "1327"
-5136478.52842596 -6258652.30117499 109.15 75.4 "LO" 162.66 "R3" "N3" "Strip: 14" 74 "74" "14" 10.5 5685.16 110.25 "260" "1328"
-5136478.46098227 -6258643.83549776 117.9 99.8 "LO" 162.17 "R3" "N4" "Strip: 15" 74 "74" "15" 34.9 9960.04 1218.01 "260" "1329"
-5136478.39304142 -6258635.37105105 98 0 "LO" 164.68 "R3" "N0" "Strip: 16" 74 "74" "16" -64.9 0 4212.01 "260" "1330"
-5136478.32509859 -6258626.90660925 103.59 50.6 "LO" 169.97 "R3" "N2" "Strip: 17" 74 "74" "17" -14.3 2560.36 204.49 "260" "1331"
-5136478.25715376 -6258618.44217237 98.74 39 "LO" 171.64 "R3" "N1" "Strip: 18" 74 "74" "18" -25.9 1521 670.81 "260" "1332"
-5136445.55338884 -6258762.61435682 95.93 124.6 "LO" 169.89 "R1" "N5" "Strip: 1" 75 "75" "1" 59.7 15525.16 3564.09 "75" "1333"
-5136445.48547911 -6258754.14983307 102.72 75.4 "LO" 173.91 "R1" "N3" "Strip: 2" 75 "75" "2" 10.5 5685.16 110.25 "75" "1334"
-5136453.88208161 -6258745.61660136 100.53 99.8 "LO" 170.52 "R1" "N4" "Strip: 3" 75 "75" "3" 34.9 9960.04 1218.01 "75" "1335"
-5136453.81416708 -6258737.1520895 96.06 0 "LO" 163.02 "R1" "N0" "Strip: 4" 75 "75" "4" -64.9 0 4212.01 "75" "1336"
-5136453.74625057 -6258728.68758255 102.35 50.6 "LO" 169.34 "R1" "N2" "Strip: 5" 75 "75" "5" -14.3 2560.36 204.49 "75" "1337"
-5136453.67833207 -6258720.22308052 95.97 39 "LO" 167.89 "R1" "N1" "Strip: 6" 75 "75" "6" -25.9 1521 670.81 "75" "1338"
-5136453.60987462 -6258711.75694081 103.76 124.6 "LO" 161.74 "R2" "N5" "Strip: 7" 75 "75" "7" 59.7 15525.16 3564.09 "168" "1339"
-5136453.54195214 -6258703.29244862 97.87 75.4 "LO" 169.53 "R2" "N3" "Strip: 8" 75 "75" "8" 10.5 5685.16 110.25 "168" "1340"
-5136461.93907358 -6258694.76090413 103.24 99.8 "LO" 169.07 "R2" "N4" "Strip: 9" 75 "75" "9" 34.9 9960.04 1218.01 "168" "1341"
-5136461.87164147 -6258686.29519823 101.03 0 "LO" 159.69 "R2" "N0" "Strip: 10" 75 "75" "10" -64.9 0 4212.01 "168" "1342"
-5136461.80268007 -6258677.83030583 93.73 50.6 "LO" 161.94 "R2" "N2" "Strip: 11" 75 "75" "11" -14.3 2560.36 204.49 "168" "1343"
-5136461.73474882 -6258669.36583536 107.4 39 "LO" 169.42 "R2" "N1" "Strip: 12" 75 "75" "12" -25.9 1521 670.81 "168" "1344"
-5136470.13235303 -6258660.83309597 106.07 124.6 "LO" 167.83 "R3" "N5" "Strip: 13" 75 "75" "13" 59.7 15525.16 3564.09 "261" "1345"
-5136470.06441698 -6258652.36863738 108.56 75.4 "LO" 162.92 "R3" "N3" "Strip: 14" 75 "75" "14" 10.5 5685.16 110.25 "261" "1346"
-5136469.99647894 -6258643.9041837 101.08 99.8 "LO" 170.71 "R3" "N4" "Strip: 15" 75 "75" "15" 34.9 9960.04 1218.01 "261" "1347"
-5136469.92750678 -6258635.43931794 96.03 0 "LO" 172.2 "R3" "N0" "Strip: 16" 75 "75" "16" -64.9 0 4212.01 "261" "1348"
-5136469.85956476 -6258626.97487411 107.27 50.6 "LO" 167.1 "R3" "N2" "Strip: 17" 75 "75" "17" -14.3 2560.36 204.49 "261" "1349"
-5136469.79211593 -6258618.50920961 94.38 39 "LO" 163.3 "R3" "N1" "Strip: 18" 75 "75" "18" -25.9 1521 670.81 "261" "1350"
-5136437.0878405 -6258762.6826576 116.64 124.6 "LO" 159.75 "R1" "N5" "Strip: 1" 76 "76" "1" 59.7 15525.16 3564.09 "76" "1351"
-5136437.02042677 -6258754.21690622 108.95 75.4 "LO" 163.38 "R1" "N3" "Strip: 2" 76 "76" "2" 10.5 5685.16 110.25 "76" "1352"
-5136445.41653526 -6258745.68489724 102.94 99.8 "LO" 171.23 "R1" "N4" "Strip: 3" 76 "76" "3" 34.9 9960.04 1218.01 "76" "1353"
-5136445.34911673 -6258737.21915773 95.4 0 "LO" 169.7 "R1" "N0" "Strip: 4" 76 "76" "4" -64.9 0 4212.01 "76" "1354"
-5136445.28120104 -6258728.75464875 100.84 50.6 "LO" 167.68 "R1" "N2" "Strip: 5" 76 "76" "5" -14.3 2560.36 204.49 "76" "1355"
-5136445.21328335 -6258720.29014469 99.03 39 "LO" 161.36 "R1" "N1" "Strip: 6" 76 "76" "6" -25.9 1521 670.81 "76" "1356"
-5136445.14536369 -6258711.82564555 100.97 124.6 "LO" 157.47 "R2" "N5" "Strip: 7" 76 "76" "7" 59.7 15525.16 3564.09 "169" "1357"
-5136445.07744203 -6258703.36115133 106.34 75.4 "LO" 162 "R2" "N3" "Strip: 8" 76 "76" "8" 10.5 5685.16 110.25 "169" "1358"
-5136453.47402767 -6258694.82796136 105.55 99.8 "LO" 165.81 "R2" "N4" "Strip: 9" 76 "76" "9" 34.9 9960.04 1218.01 "169" "1359"
-5136453.40610122 -6258686.36347902 100.15 0 "LO" 164.02 "R2" "N0" "Strip: 10" 76 "76" "10" -64.9 0 4212.01 "169" "1360"
-5136453.33817277 -6258677.89900159 93.03 50.6 "LO" 154.84 "R2" "N2" "Strip: 11" 76 "76" "11" -14.3 2560.36 204.49 "169" "1361"
-5136453.27024234 -6258669.43452909 104.81 39 "LO" 165.37 "R2" "N1" "Strip: 12" 76 "76" "12" -25.9 1521 670.81 "169" "1362"
-5136461.66681558 -6258660.90136981 106.71 124.6 "LO" 168.95 "R3" "N5" "Strip: 13" 76 "76" "13" 59.7 15525.16 3564.09 "262" "1363"
-5136461.59888035 -6258652.43690919 96.87 75.4 "LO" 163.61 "R3" "N3" "Strip: 14" 76 "76" "14" 10.5 5685.16 110.25 "262" "1364"
-5136461.53094313 -6258643.97245348 99.45 99.8 "LO" 173.31 "R3" "N4" "Strip: 15" 76 "76" "15" 34.9 9960.04 1218.01 "262" "1365"
-5136461.4634991 -6258635.5067771 97.87 0 "LO" 173.8 "R3" "N0" "Strip: 16" 76 "76" "16" -64.9 0 4212.01 "262" "1366"
-5136461.39555791 -6258627.04233124 101.87 50.6 "LO" 159.52 "R3" "N2" "Strip: 17" 76 "76" "17" -14.3 2560.36 204.49 "262" "1367"
-5136461.32761473 -6258618.57789029 96.14 39 "LO" 162.34 "R3" "N1" "Strip: 18" 76 "76" "18" -25.9 1521 670.81 "262" "1368"
-5136428.62381914 -6258762.75015063 97.56 124.6 "LO" 163.36 "R1" "N5" "Strip: 1" 77 "77" "1" 59.7 15525.16 3564.09 "77" "1369"
-5136428.55591105 -6258754.28562282 104.61 75.4 "LO" 163.92 "R1" "N3" "Strip: 2" 77 "77" "2" 10.5 5685.16 110.25 "77" "1370"
-5136436.95251588 -6258745.75238536 102.78 99.8 "LO" 165.61 "R1" "N4" "Strip: 3" 77 "77" "3" 34.9 9960.04 1218.01 "77" "1371"
-5136436.88460299 -6258737.28786942 97.86 0 "LO" 162.22 "R1" "N0" "Strip: 4" 77 "77" "4" -64.9 0 4212.01 "77" "1372"
-5136436.81668813 -6258728.82335841 97.58 50.6 "LO" 161.41 "R1" "N2" "Strip: 5" 77 "77" "5" -14.3 2560.36 204.49 "77" "1373"
-5136436.74877127 -6258720.35885231 101.48 39 "LO" 167.38 "R1" "N1" "Strip: 6" 77 "77" "6" -25.9 1521 670.81 "77" "1374"
-5136436.68134759 -6258711.89312554 101.23 124.6 "LO" 156.98 "R2" "N5" "Strip: 7" 77 "77" "7" 59.7 15525.16 3564.09 "170" "1375"
-5136436.61239462 -6258703.42821228 107.19 75.4 "LO" 163.9 "R2" "N3" "Strip: 8" 77 "77" "8" 10.5 5685.16 110.25 "170" "1376"
-5136445.00951839 -6258694.89666203 106.4 99.8 "LO" 159.71 "R2" "N4" "Strip: 9" 77 "77" "9" 34.9 9960.04 1218.01 "170" "1377"
-5136444.94208793 -6258686.43095206 98.16 0 "LO" 163.04 "R2" "N0" "Strip: 10" 77 "77" "10" -64.9 0 4212.01 "170" "1378"
-5136444.87416031 -6258677.9664726 101.88 50.6 "LO" 167.47 "R2" "N2" "Strip: 11" 77 "77" "11" -14.3 2560.36 204.49 "170" "1379"
-5136444.8062307 -6258669.50199807 99.02 39 "LO" 164.39 "R2" "N1" "Strip: 12" 77 "77" "12" -25.9 1521 670.81 "170" "1380"
-5136453.2028051 -6258660.96883591 108.3 124.6 "LO" 154.83 "R3" "N5" "Strip: 13" 77 "77" "13" 59.7 15525.16 3564.09 "263" "1381"
-5136453.13487069 -6258652.50437326 97.98 75.4 "LO" 157.91 "R3" "N3" "Strip: 14" 77 "77" "14" 10.5 5685.16 110.25 "263" "1382"
-5136453.06693429 -6258644.03991552 112.94 99.8 "LO" 172.52 "R3" "N4" "Strip: 15" 77 "77" "15" 34.9 9960.04 1218.01 "263" "1383"
-5136452.99899591 -6258635.5754627 98.81 0 "LO" 170.41 "R3" "N0" "Strip: 16" 77 "77" "16" -64.9 0 4212.01 "263" "1384"
-5136452.93105554 -6258627.1110148 104.26 50.6 "LO" 165.11 "R3" "N2" "Strip: 17" 77 "77" "17" -14.3 2560.36 204.49 "263" "1385"
-5136452.86311318 -6258618.64657182 103.28 39 "LO" 163.76 "R3" "N1" "Strip: 18" 77 "77" "18" -25.9 1521 670.81 "263" "1386"
-5136420.15827012 -6258762.8184531 110.97 124.6 "LO" 157.97 "R1" "N5" "Strip: 1" 78 "78" "1" 59.7 15525.16 3564.09 "78" "1387"
-5136420.09085804 -6258754.35269765 101.47 75.4 "LO" 160.89 "R1" "N3" "Strip: 2" 78 "78" "2" 10.5 5685.16 110.25 "78" "1388"
-5136428.48696885 -6258745.82068291 96.25 99.8 "LO" 161.78 "R1" "N4" "Strip: 3" 78 "78" "3" 34.9 9960.04 1218.01 "78" "1389"
-5136428.41905679 -6258737.35616494 94.17 0 "LO" 159.92 "R1" "N0" "Strip: 4" 78 "78" "4" -64.9 0 4212.01 "78" "1390"
-5136428.35163791 -6258728.89042629 97.63 50.6 "LO" 157.31 "R1" "N2" "Strip: 5" 78 "78" "5" -14.3 2560.36 204.49 "78" "1391"
-5136428.28372188 -6258720.42591816 97 39 "LO" 164.66 "R1" "N1" "Strip: 6" 78 "78" "6" -25.9 1521 670.81 "78" "1392"
-5136428.21580385 -6258711.96141496 101.56 124.6 "LO" 159.02 "R2" "N5" "Strip: 7" 78 "78" "7" 59.7 15525.16 3564.09 "171" "1393"
-5136428.14788384 -6258703.49691667 102.08 75.4 "LO" 167.3 "R2" "N3" "Strip: 8" 78 "78" "8" 10.5 5685.16 110.25 "171" "1394"
-5136436.5444718 -6258694.96372094 114.46 99.8 "LO" 164.58 "R2" "N4" "Strip: 9" 78 "78" "9" 34.9 9960.04 1218.01 "171" "1395"
-5136436.47654699 -6258686.49923453 101.69 0 "LO" 169.97 "R2" "N0" "Strip: 10" 78 "78" "10" -64.9 0 4212.01 "171" "1396"
-5136436.40862019 -6258678.03475304 97.86 50.6 "LO" 171.45 "R2" "N2" "Strip: 11" 78 "78" "11" -14.3 2560.36 204.49 "171" "1397"
-5136436.34069141 -6258669.57027647 98.87 39 "LO" 159.44 "R2" "N1" "Strip: 12" 78 "78" "12" -25.9 1521 670.81 "171" "1398"
-5136444.73726697 -6258661.03711144 105.08 124.6 "LO" 168.69 "R3" "N5" "Strip: 13" 78 "78" "13" 59.7 15525.16 3564.09 "264" "1399"
-5136444.66933338 -6258652.57264675 91.81 75.4 "LO" 170.52 "R3" "N3" "Strip: 14" 78 "78" "14" 10.5 5685.16 110.25 "264" "1400"
-5136444.60139781 -6258644.10818697 96.17 99.8 "LO" 169.24 "R3" "N4" "Strip: 15" 78 "78" "15" 34.9 9960.04 1218.01 "264" "1401"
-5136444.53395542 -6258635.64250653 98.1 0 "LO" 166.69 "R3" "N0" "Strip: 16" 78 "78" "16" -64.9 0 4212.01 "264" "1402"
-5136444.46601587 -6258627.17805659 95.39 50.6 "LO" 164.06 "R3" "N2" "Strip: 17" 78 "78" "17" -14.3 2560.36 204.49 "264" "1403"
-5136444.39807433 -6258618.71361158 101.07 39 "LO" 162.37 "R3" "N1" "Strip: 18" 78 "78" "18" -25.9 1521 670.81 "264" "1404"
-5136411.69424808 -6258762.88594781 111.1 124.6 "LO" 154.68 "R1" "N5" "Strip: 1" 79 "79" "1" 59.7 15525.16 3564.09 "79" "1405"
-5136411.62634164 -6258754.42141593 107.03 75.4 "LO" 162.09 "R1" "N3" "Strip: 2" 79 "79" "2" 10.5 5685.16 110.25 "79" "1406"
-5136420.02294879 -6258745.88817272 97.42 99.8 "LO" 162.79 "R1" "N4" "Strip: 3" 79 "79" "3" 34.9 9960.04 1218.01 "79" "1407"
-5136419.95503755 -6258737.42365271 96.36 0 "LO" 161.74 "R1" "N0" "Strip: 4" 79 "79" "4" -64.9 0 4212.01 "79" "1408"
-5136419.88712432 -6258728.95913763 101.61 50.6 "LO" 161.94 "R1" "N2" "Strip: 5" 79 "79" "5" -14.3 2560.36 204.49 "79" "1409"
-5136419.81920911 -6258720.49462747 97.89 39 "LO" 163.13 "R1" "N1" "Strip: 6" 79 "79" "6" -25.9 1521 670.81 "79" "1410"
-5136419.75129191 -6258712.03012222 102.59 124.6 "LO" 166.37 "R2" "N5" "Strip: 7" 79 "79" "7" 59.7 15525.16 3564.09 "172" "1411"
-5136419.68386789 -6258703.5643963 103.05 75.4 "LO" 169.73 "R2" "N3" "Strip: 8" 79 "79" "8" 10.5 5685.16 110.25 "172" "1412"
-5136428.07996184 -6258695.0324233 112.54 99.8 "LO" 171.66 "R2" "N4" "Strip: 9" 79 "79" "9" 34.9 9960.04 1218.01 "172" "1413"
-5136428.01253302 -6258686.56670926 107.59 0 "LO" 169.97 "R2" "N0" "Strip: 10" 79 "79" "10" -64.9 0 4212.01 "172" "1414"
-5136427.94460705 -6258678.10222573 99.96 50.6 "LO" 172.61 "R2" "N2" "Strip: 11" 79 "79" "11" -14.3 2560.36 204.49 "172" "1415"
-5136427.87667908 -6258669.63774713 103.3 39 "LO" 167.66 "R2" "N1" "Strip: 12" 79 "79" "12" -25.9 1521 670.81 "172" "1416"
-5136436.2732558 -6258661.10457923 108.33 124.6 "LO" 168.78 "R3" "N5" "Strip: 13" 79 "79" "13" 59.7 15525.16 3564.09 "265" "1417"
-5136436.20532304 -6258652.6401125 96.75 75.4 "LO" 166.82 "R3" "N3" "Strip: 14" 79 "79" "14" 10.5 5685.16 110.25 "265" "1418"
-5136436.13738829 -6258644.17565069 87.43 99.8 "LO" 163.91 "R3" "N4" "Strip: 15" 79 "79" "15" 34.9 9960.04 1218.01 "265" "1419"
-5136436.06945155 -6258635.7111938 93.64 0 "LO" 163.52 "R3" "N0" "Strip: 16" 79 "79" "16" -64.9 0 4212.01 "265" "1420"
-5136436.00151282 -6258627.24674184 99.22 50.6 "LO" 163.68 "R3" "N2" "Strip: 17" 79 "79" "17" -14.3 2560.36 204.49 "265" "1421"
-5136435.93357211 -6258618.78229478 94.63 39 "LO" 164.8 "R3" "N1" "Strip: 18" 79 "79" "18" -25.9 1521 670.81 "265" "1422"
-5136403.22869838 -6258762.95425196 99.9 124.6 "LO" 157.29 "R1" "N5" "Strip: 1" 80 "80" "1" 59.7 15525.16 3564.09 "80" "1423"
-5136403.16128794 -6258754.48849244 99.83 75.4 "LO" 162.12 "R1" "N3" "Strip: 2" 80 "80" "2" 10.5 5685.16 110.25 "80" "1424"
-5136411.55740108 -6258745.95647196 112.83 99.8 "LO" 170.25 "R1" "N4" "Strip: 3" 80 "80" "3" 34.9 9960.04 1218.01 "80" "1425"
-5136411.48949066 -6258737.49194992 93.18 0 "LO" 166.13 "R1" "N0" "Strip: 4" 80 "80" "4" -64.9 0 4212.01 "80" "1426"
-5136411.42207343 -6258729.0262072 100.11 50.6 "LO" 165.16 "R1" "N2" "Strip: 5" 80 "80" "5" -14.3 2560.36 204.49 "80" "1427"
-5136411.35415904 -6258720.561695 96.11 39 "LO" 162.3 "R1" "N1" "Strip: 6" 80 "80" "6" -25.9 1521 670.81 "80" "1428"
-5136411.28624266 -6258712.09718772 107.6 124.6 "LO" 168.07 "R2" "N5" "Strip: 7" 80 "80" "7" 59.7 15525.16 3564.09 "173" "1429"
-5136411.21832429 -6258703.63268536 108.44 75.4 "LO" 169.51 "R2" "N3" "Strip: 8" 80 "80" "8" 10.5 5685.16 110.25 "173" "1430"
-5136419.61491457 -6258695.09948389 106.88 99.8 "LO" 169.91 "R2" "N4" "Strip: 9" 80 "80" "9" 34.9 9960.04 1218.01 "173" "1431"
-5136419.54699141 -6258686.63499341 94.65 0 "LO" 165.06 "R2" "N0" "Strip: 10" 80 "80" "10" -64.9 0 4212.01 "173" "1432"
-5136419.47906625 -6258678.17050785 104.72 50.6 "LO" 171.04 "R2" "N2" "Strip: 11" 80 "80" "11" -14.3 2560.36 204.49 "173" "1433"
-5136419.41113911 -6258669.70602721 101.53 39 "LO" 167.06 "R2" "N1" "Strip: 12" 80 "80" "12" -25.9 1521 670.81 "173" "1434"
-5136427.80874913 -6258661.17327344 105.6 124.6 "LO" 165.59 "R3" "N5" "Strip: 13" 80 "80" "13" 59.7 15525.16 3564.09 "266" "1435"
-5136427.74081719 -6258652.70880468 102.63 75.4 "LO" 162.39 "R3" "N3" "Strip: 14" 80 "80" "14" 10.5 5685.16 110.25 "266" "1436"
-5136427.67185112 -6258644.24392383 96.22 99.8 "LO" 161.3 "R3" "N4" "Strip: 15" 80 "80" "15" 34.9 9960.04 1218.01 "266" "1437"
-5136427.60441037 -6258635.77823931 92.61 0 "LO" 163.29 "R3" "N0" "Strip: 16" 80 "80" "16" -64.9 0 4212.01 "266" "1438"
-5136427.53647247 -6258627.31378531 101.17 50.6 "LO" 165.3 "R3" "N2" "Strip: 17" 80 "80" "17" -14.3 2560.36 204.49 "266" "1439"
-5136427.46853258 -6258618.84933623 96.89 39 "LO" 165.17 "R3" "N1" "Strip: 18" 80 "80" "18" -25.9 1521 670.81 "266" "1440"
-5136394.76467566 -6258763.02174835 99.76 124.6 "LO" 162.19 "R1" "N5" "Strip: 1" 81 "81" "1" 59.7 15525.16 3564.09 "81" "1441"
-5136394.69677087 -6258754.5572124 105.2 75.4 "LO" 164.55 "R1" "N3" "Strip: 2" 81 "81" "2" 10.5 5685.16 110.25 "81" "1442"
-5136403.09338034 -6258746.02396344 100.66 99.8 "LO" 165.34 "R1" "N4" "Strip: 3" 81 "81" "3" 34.9 9960.04 1218.01 "81" "1443"
-5136403.02547074 -6258737.55943937 98.36 0 "LO" 167.44 "R1" "N0" "Strip: 4" 81 "81" "4" -64.9 0 4212.01 "81" "1444"
-5136402.95755916 -6258729.09492022 102.72 50.6 "LO" 166.1 "R1" "N2" "Strip: 5" 81 "81" "5" -14.3 2560.36 204.49 "81" "1445"
-5136402.88964559 -6258720.63040598 91.78 39 "LO" 162.44 "R1" "N1" "Strip: 6" 81 "81" "6" -25.9 1521 670.81 "81" "1446"
-5136402.82173003 -6258712.16589667 103.71 124.6 "LO" 164.75 "R2" "N5" "Strip: 7" 81 "81" "7" 59.7 15525.16 3564.09 "174" "1447"
-5136402.75430766 -6258703.70016668 99.83 75.4 "LO" 164.69 "R2" "N3" "Strip: 8" 81 "81" "8" 10.5 5685.16 110.25 "174" "1448"
-5136411.15040393 -6258695.16818793 105.14 99.8 "LO" 170.24 "R2" "N4" "Strip: 9" 81 "81" "9" 34.9 9960.04 1218.01 "174" "1449"
-5136411.08248159 -6258686.70369541 103.35 0 "LO" 172.3 "R2" "N0" "Strip: 10" 81 "81" "10" -64.9 0 4212.01 "174" "1450"
-5136411.01505243 -6258678.23798222 103.48 50.6 "LO" 169.55 "R2" "N2" "Strip: 11" 81 "81" "11" -14.3 2560.36 204.49 "174" "1451"
-5136410.94712611 -6258669.77349955 104.47 39 "LO" 164.56 "R2" "N1" "Strip: 12" 81 "81" "12" -25.9 1521 670.81 "174" "1452"
-5136419.34370515 -6258661.2403259 100.6 124.6 "LO" 160.12 "R3" "N5" "Strip: 13" 81 "81" "13" 59.7 15525.16 3564.09 "267" "1453"
-5136419.27577403 -6258652.7758551 93.66 75.4 "LO" 146.34 "R3" "N3" "Strip: 14" 81 "81" "14" 10.5 5685.16 110.25 "267" "1454"
-5136419.20784092 -6258644.31138923 99.57 99.8 "LO" 147.9 "R3" "N4" "Strip: 15" 81 "81" "15" 34.9 9960.04 1218.01 "267" "1455"
-5136419.13990583 -6258635.84692827 94.13 0 "LO" 161.21 "R3" "N0" "Strip: 16" 81 "81" "16" -64.9 0 4212.01 "267" "1456"
-5136419.07196874 -6258627.38247223 106.24 50.6 "LO" 165.13 "R3" "N2" "Strip: 17" 81 "81" "17" -14.3 2560.36 204.49 "267" "1457"
-5136419.00402967 -6258618.91802112 107.22 39 "LO" 164.82 "R3" "N1" "Strip: 18" 81 "81" "18" -25.9 1521 670.81 "267" "1458"
-5136386.29912529 -6258763.09005418 110.56 124.6 "LO" 163.7 "R1" "N5" "Strip: 1" 82 "82" "1" 59.7 15525.16 3564.09 "82" "1459"
-5136386.23171649 -6258754.62429059 98.17 75.4 "LO" 162.76 "R1" "N3" "Strip: 2" 82 "82" "2" 10.5 5685.16 110.25 "82" "1460"
-5136394.62886408 -6258746.09268137 94.09 99.8 "LO" 169.92 "R1" "N4" "Strip: 3" 82 "82" "3" 34.9 9960.04 1218.01 "82" "1461"
-5136394.55992317 -6258737.62773825 95.07 0 "LO" 169.37 "R1" "N0" "Strip: 4" 82 "82" "4" -64.9 0 4212.01 "82" "1462"
-5136394.49250759 -6258729.16199146 104.16 50.6 "LO" 166.63 "R1" "N2" "Strip: 5" 82 "82" "5" -14.3 2560.36 204.49 "82" "1463"
-5136394.42459484 -6258720.6974752 94.45 39 "LO" 167.42 "R1" "N1" "Strip: 6" 82 "82" "6" -25.9 1521 670.81 "82" "1464"
-5136394.3566801 -6258712.23296385 102.68 124.6 "LO" 172.59 "R2" "N5" "Strip: 7" 82 "82" "7" 59.7 15525.16 3564.09 "175" "1465"
-5136394.28876338 -6258703.76845743 106.21 75.4 "LO" 168.36 "R2" "N3" "Strip: 8" 82 "82" "8" 10.5 5685.16 110.25 "175" "1466"
-5136402.68535599 -6258695.2352502 101.81 99.8 "LO" 172.8 "R2" "N4" "Strip: 9" 82 "82" "9" 34.9 9960.04 1218.01 "175" "1467"
-5136402.61743446 -6258686.77075565 108.84 0 "LO" 178.52 "R2" "N0" "Strip: 10" 82 "82" "10" -64.9 0 4212.01 "175" "1468"
-5136402.54951095 -6258678.30626603 110.14 50.6 "LO" 167.88 "R2" "N2" "Strip: 11" 82 "82" "11" -14.3 2560.36 204.49 "175" "1469"
-5136402.48158545 -6258669.84178132 96.88 39 "LO" 166.49 "R2" "N1" "Strip: 12" 82 "82" "12" -25.9 1521 670.81 "175" "1470"
-5136410.8791978 -6258661.3090218 105.88 124.6 "LO" 163.24 "R3" "N5" "Strip: 13" 82 "82" "13" 59.7 15525.16 3564.09 "268" "1471"
-5136410.8112675 -6258652.84454897 100.51 75.4 "LO" 153.08 "R3" "N3" "Strip: 14" 82 "82" "14" 10.5 5685.16 110.25 "268" "1472"
-5136410.74333521 -6258644.38008106 92.6 99.8 "LO" 161.18 "R3" "N4" "Strip: 15" 82 "82" "15" 34.9 9960.04 1218.01 "268" "1473"
-5136410.67589611 -6258635.91439248 97.08 0 "LO" 164.94 "R3" "N0" "Strip: 16" 82 "82" "16" -64.9 0 4212.01 "268" "1474"
-5136410.60692771 -6258627.4495174 101.13 50.6 "LO" 165.06 "R3" "N2" "Strip: 17" 82 "82" "17" -14.3 2560.36 204.49 "268" "1475"
-5136410.53898946 -6258618.98506425 97.81 39 "LO" 163.49 "R3" "N1" "Strip: 18" 82 "82" "18" -25.9 1521 670.81 "268" "1476"
-5136377.83510189 -6258763.15755225 103.67 124.6 "LO" 155.39 "R1" "N5" "Strip: 1" 83 "83" "1" 59.7 15525.16 3564.09 "83" "1477"
-5136377.76719874 -6258754.69301224 104.46 75.4 "LO" 163.17 "R1" "N3" "Strip: 2" 83 "83" "2" 10.5 5685.16 110.25 "83" "1478"
-5136386.16381053 -6258746.15975753 103.75 99.8 "LO" 166.58 "R1" "N4" "Strip: 3" 83 "83" "3" 34.9 9960.04 1218.01 "83" "1479"
-5136386.09590258 -6258737.69522939 101.38 0 "LO" 167.15 "R1" "N0" "Strip: 4" 83 "83" "4" -64.9 0 4212.01 "83" "1480"
-5136386.02799264 -6258729.23070616 102.46 50.6 "LO" 162.86 "R1" "N2" "Strip: 5" 83 "83" "5" -14.3 2560.36 204.49 "83" "1481"
-5136385.96008071 -6258720.76618786 94.71 39 "LO" 163.78 "R1" "N1" "Strip: 6" 83 "83" "6" -25.9 1521 670.81 "83" "1482"
